created_at,texts_by_minute,median,average,size,width,standard_deviation
2022-12-14 01:10:00,"['ルイス コールのライブに ', 'あったねぇ   ', '武嶋さんの見せ場楽しみ  ', 'たけしまさんのみせば', '武ちゃんの見せ場楽しみ', '武ちゃん ほんと色々なミュージシャンのとこに参加してるよねー引っ張りだこ  ', '本当になんなの今日の声 深くて低くてセクスィ  ', '武嶋さん 大忙しだね', '武嶋さんの見せ場ってもしかして パフ  かな', 'しまったフライングの次は書き忘れ', 'reassemb yタケちゃんの見せ場がガッツリ', '源さん声低くても落ち着く']",0.6311806738376617,0.5363262891769409,66,0.1663275510072708,0.1572473645210266
2022-12-14 01:11:00,"['武ちゃんの見せ場  楽しみwww  ', '武嶋さんの見せ場見たかった ', '武嶋さんの見せ場ー  めっちゃ楽しみ    ', '', 'サポートメンバーの推しである武嶋さんに会えるのすごく楽しみ  見せ場あるとは   めちゃくちゃ嬉しいです ', ' ', '', '武嶋さんの見せ場があるっ  楽しみです  ', 'そういえばreassemb y当たりましたお邪魔します', '武嶋さんの見せ場 楽しみ ', '武ちゃんの見せ場がある 楽しみ  ', '等身大パネルかー ニセさんもあったよね 撮ってもらったな', 'カテゴリーがそんな分かれ方してたんだ', 'なんだっけ 家の中パンパンにミュージシャン詰め込んだmvあったっけ  ', '武嶋さんの見せ場楽しみです  ', 'のど辛そうやけど イケボが過ぎる 0 ̵  ̵  ', '武嶋さんの見せ場がある それは楽しみ ', 'ビッグバンドといえばブライアン セッツァーかな ', 'タワレコのrock popなぁ ', '見せ場がっつりあるのね']",0.7575821280479431,0.5259552400363119,190,0.7575821280479431,0.33158070787169613
2022-12-14 01:12:00,"['そう これこれ ', '   o    \xa0f it up   louis co e  live sesh    \xa0', '今夜は少しだけ聞いて仕事しまーす ', '思わず体が動き出しちゃうね', 'ロバート グラスパー', '武嶋さんの見せ場見たーい   ', 'この曲大好き  ', 'cd棚たまにこの人なんでこのジャンルにいるの  みたいなときある', 'ビッグバンドのイメージ ', '宅録でこのサウンド凄いな', '武嶋さん  ', '武嶋さんイロイロ参加されてて大活躍   reassemb yでも見せ場があるのね楽しみ ', '起きた', 'f it upキター 夜中にブチ上がる  ', ' it upルイスコール因みにこれを取ってるのはルイスの家ですそれを思いながらきいてください', 'ルイスコールさんのライブに行ったお話  武嶋さんも参加  ', '宅録かぁ', '家で録ってるんだ   ', 'f it up   louis co e ', 'f it up好きで延々聴き続けてたことあったなー なんかクセになる        ', '武嶋さんの見せ場 楽しみ', 'ハウスバージョン  ']",0.5458749830722809,0.3616709797320589,231,0.35310763120651245,0.2292232208238824
2022-12-14 01:13:00,"['源さんの等身大パネル あったら大変だろうね', 'この曲を前に源さんが流してからルイスコール聴くようになったんよ', '久々にこの曲来た   ', '今週のオープニングナンバー f it up louis co e ニッポン放送 星野源のオールナイトニッポン  ', '武嶋さんの見せ場あるんだ楽しみ   ', '今日の源さんの声 低いꉂꉂ', ' shazamを使ってルイス コールのf it up  live sesh を発見しました  ', '家でこの曲録ったんや', 'へー宅録なのね', '0曲目  ', '深夜のおんがくこうろんルイス コール編', 'これが宅録ってホントすごい', 'かっこええ   ', '宅録  ', 'ロバート グラスパーとな', '宅録とは思えないね', 'ドームツアーのopseこれだったよね  ', 'ルイス コールめっちゃ好きかも   初めて聴いた   ', 'ご飯に夢中で全然呟けないw ', '  ']",0.6229410916566849,0.4271412585910998,190,0.37214142456650734,0.2582024990094697
2022-12-14 01:14:00,"['  大好きや ', '宅録とは    ', '宅録なのかー    ', ' 0曲目 f it up  live sesh  app e musicで↓  ', '最高ー', '', 'ルイスコールのお家で  ', 'f it up最高にかっこいいのよ', 'ルイス楽しかったなぁーこの曲の時踊りまくった', '源さんと松重さんのおかげでルイスコールの曲に出会えたで', 'めっちゃカッコイイ   踊りたくなっちゃう   ', 'ご自宅録音なんだ', 'メールと源さんの話聴いてると めちゃくちゃライブ行きたくなってくるな プチ興奮なうえ なんか幸せな気持ちになってる']",0.5366951525211334,0.35617276371862644,78,0.3817634880542755,0.23761699000672043
2022-12-14 01:15:00,"['家の中ギッチギチ最高  ', '  ', 'これこれこの感じじゃったよねー 前はこの感じが好きなんよ', 'この音を家で録ってるなんて凄い   ', 'サイコーじゃないかぁぁあ  louisco e  ', '  ', '久々にリアタイ ', '  ', '音が走る走る       ', '  ', '宅録なんだ', '何度も言うけど 宅録ま', 'ルイスコール大好きだから ラジオで聴けて本当に嬉しい 狭い部屋で0人で聴いてて 世界が広がってく感じが素晴らしいんです ', '', '一曲目ルイス コールで f it up 踊りたくなるねー    ', '', 'この曲 お洒落でカッコ良いな 好き  \u2060 \u2060 \u2060 \u2060 \u2060 \u2060 ', 'かっけー というかどういう作り方の宅録      ', 'かっこいい  ー  ー́  ', 'めちゃくちゃかっこいいな  ', '', '  ', '  ', ' ', '', 'mvかっけえのよね', 'かっこいい曲 この曲が宅録 すごい', '本日0曲目ルイス コール f it up  live sesh ジャケ写も独特だったなあ', 'この曲 おげんさんで聴いたっけ 生演奏で聴いたら感動するんだろうな すごい    ', 'おもしろい曲ですね', '源さんのラジオを流しながらmvをミュートで再生するという優雅な時間', 'かっこいい      ']",0.5851419270038605,0.30352595847685854,496,0.5851419270038605,0.35776454258034796
2022-12-14 01:16:00,"['バンドがバンって入ってくる所がすごくかっこいい f it up   louis co e  live sesh     youtubeより', 'アウトロええなぁ', '  ', '  ', 'カッコいいわー', '宅録なのか  ', '自宅録画で このクオリティー 凄すぎる   ', 'f it up   louis co e  live sesh     youtubeよりコレ見た時にルイスコール面白い って思ったんだよな  ', '自宅でこの録音ですか', '源さんのラジオ聞いてなかったら ルイスコールなんて知らなかっただろーなぁ洋楽にうとい私は そんなのばっかりです', 'これ宅録なの凄いな', 'ルイスコールかっこいいー    ', '岩田さん   の声が聞こえたな', 'ルイスコールはもしかして ジャズ界のクエストラブ的な存在なのでは   ', 'かっこいい', '鬼クソかっこいい', '宅録の曲なのか この曲', ' it upでしたはーかっけーこれが生でライブやってホーン隊日本のミュージシャン見ていて幸せな気持ちに0階からみていたんですけどお客さんの楽しみかた自由に感じられる盛り上がってみた手をふりまわしてわーっている人自分も有観客', '最高']",0.6000296175479889,0.2895731810937848,171,0.6000296175479889,0.29628131603332697
2022-12-14 01:17:00,"['このカッコよさをおうちで録るってすごいね  ', 'かっけぇ', '夜中にテンション上がっちゃう', 'めちゃめちゃカッコイイ  ルイスコール  ', '', '宅録でコレが作れるって凄い   ', '宅録って凄い', '源ちゃんはreassmb yのリハでお疲れ様なんですね 飲みながらannしてくれたら いいなぁ  甘めにしてね   ', '源さんのおかげで好きな音楽の幅広がってく 嬉しい ', '0階から見てた源さん', '0階にいた       ', 'f it upこの曲はmvも最高なのよねー', 'f it up   louis co e  live sesh     youtubeよりこの動画も楽しいのでぜひ ', ' f it up   louis co e ', 'ルイスコール渋谷に行ったのかな 奥方はnhkホールでお仕事で源さんはライブだったのか曲カッケーですね  ', '武嶋さんの見せ場 楽しみ ', 'ものすごいドシロウトなのでこれを自宅でとってるって全く意味がわからない', 'spotifyにプレイリストが出てから曲のシェアやめたけど手持ち無沙汰というか源さんの声はどうも眠くなる   今日は特に低音が響くわぁキュン  ¯꒳\u200b¯ ᐝ✩  ˚✩  ˚✩  ˚', 'ルイスコールのライブ絶対最高だよなー いいなー ', '今週もお願いしますっ お願いしますっ お願いしますっ   乃木坂ann風あいさつ  ', 'こりゃまたかっけぇ曲', '最高です f it up   louis co e  live sesh  0 0 0  ', 'オールドジャズが好きだったけど ほんとジャズの広がりって凄い 良いねぇ      ', 'はぁードキドキドキドキドキドキドキドキドキドキドキドキドキドキド']",0.6267689615488052,0.4029025573796336,276,0.40722817182540894,0.25797651154886964
2022-12-14 01:18:00,"['渋谷だな 同じ会場にいれたのかぁそこ抜きにして凄く良かったのよ  ', 'よろしくお願いします ❁ ͈ˬ ͈  ', '今年の伝説の0日', '今日うちの息子も学校のイベントでジャズlive鑑賞に行ってたよホーン隊メインの0人のメンバーが演奏しててjohn wi  iamsのswing swing swingが特に超かっこ良かったって喜んでたのがいいなと思った', '', '', '宅録  かっけえ ', '', 'かっこいい    ', 'カッコイイけど 忙しそうな曲', '楽しみだわぁ   д    ', '0年の伝説の一日 何でしょうね  ', 'めちゃくちゃカッコいい曲だ', '僕の日常は平凡すぎて伝説の一日なんて存在しないのよ    ', '源さんは0階から観てた', 'メールテーマ0年の伝説の0日', 'テーマ0年の伝説の0日', '気持ちいいわ  耳と心が気持ちいい   ', 'あなたの伝説の0日', '本当に今日はちょっと落ち着いた感じだね', '  テーマと書いてお送りください 件名にね ']",0.5954967737197876,0.33457273663065973,210,0.5954967737197876,0.31354572332979214
2022-12-14 01:19:00,"['', 'ルイスコールの曲 カッコいい', 'るいスコール最高  ', 'メールテーマ 0年伝説の一日       ', 'メールテーマは0年の伝説の0日うん 無いわwww ', '私も 楽しみで仕方ありません  今 大変なの何とか乗り切るぞぉー ', '伝説 今年ってもう終わりなのかぁのレベルなのだがwwww ', 'ビックバンドまじかっけー昔はそんなミュージシャンの夢もあったなぁ', '', '源さんの落ち着いた声に癒される ', '伝説の一日か', 'よろしくお願いします', '', '', 'メールテーマ0年の伝説の0日', '大人のトーンの源さん', 'メールテーマは今年の伝説の0日', '0年の伝説の0日 ', '']",0.6236027479171753,0.3235417686359227,171,0.6236027479171753,0.35766795438709925
2022-12-14 01:20:00,"['伝説の0日かぁなんだろうな', 'メールテーマ0年の伝説の0日', '', 'メールテーマ0年の伝説の一日', 'もうすぐliveだねえええぎゃあああって思いを抱えながら久々にリアタイ', '伝説の一日  脳内フル回転スタート  ', '落ち着いてて眠たくなる笑', 'はぐれものたちをつなぐだろ', '0年伝説の一日', '0年の斗真くんの出演回たまじさんのジングル聞き直したかしら再び んじゃえって言ってる気がする', '本日の0曲目f it up ルイスコール', '', '0年伝説の0日 メールテーマ', '星野源のオールナイトニッポン ニッポン放送    ', '伝説の0日あったかな  ', '本日のメールテーマ0年の伝説の一日']",0.6624240428209305,0.42364915368768075,120,0.5932651991024613,0.31648842782454284
2022-12-14 01:21:00,"['先週とは違う落ち着いた声が眠気を誘う今日はおやすみなさいしようかな ', '私たちも源さんの0月live楽しみです', '伝説の一日ですかぁ', 'night sider annやっぱ大好きだわ', '伝説の0日思い返しても何も浮かばない  良かれ悪かれ今年も平々凡々な0年だったんだろうなぁ', '今日は本当に落ち着いたオープニングトークお疲れなんだね  でもおかげでめっちゃ心地よい低音ボイス', 'このジングル好き', '伝説の0日 いかに毎日 なんも考えなくて生きているのかを痛感する', 'ubeのcm 面白い ', 'えっ 私の衝撃的な日は この年齢で除草作業デビューした0月0日だよもう0回も倒れたわ']",0.7765634655952454,0.6342315077781677,45,0.275199830532074,0.1703333556652069
2022-12-14 01:22:00,"['結衣さんこんばんはー  メルティーキッス食べながらラジオ聴いてます ', 'これかな  放送日は0年0月0日  ', 'ガッキー', '伝説の0日  ', 'メルティ', '伝説の0日かぁ 何にもなくって震えるね', '友達のルイス コールが出てきた記事   rea soundjpさんから ', 'ガッキーさん ', 'これをliveで体験したらとんでもないな', '結衣ちゃん', '結衣さんcm ', '結衣ちゃーん声がかわいすぎる ', 'メルティーキッス', '自分の人生の中で伝説なんて そうそうあるもんでは無い 源さんの伝説は 何度も見てきたけど ', 'あらっ asmrガッキー癒されるー', '今年の伝説な0日ねえ   全くと言っていいほどない       ', '結衣ちゃんきたーとろけちゃいました ', 'ボボボボンズフリーねねねねねねねねぶりぼ']",0.5156636834144592,0.2957295594779543,153,0.5156636834144592,0.27150218775036655
2022-12-14 01:23:00,"['ガッキー  ', 'はやばやと', 'あ 結衣さん メルティーキッスのcm  ', '結衣ちゃんかわいい声好きっ', '今週も結衣さんメルティーキッス', '結衣さんasmr ', '最近早いね', '結衣ちゃん  ', '結衣さん', 'ウンバブさん  ', '結衣ちゃんcm ', 'ゲンさんもうasmr慣れたかな', '結衣ちゃん', 'かわいすぎるメルティーキッス', '結衣ちゃんのとろけちゃいました がかわいすぎて', '結衣ちゃんこんばんは', '結衣ちゃん  asmrきた可愛いっ  ', 'したたかw ', '結衣ちゃん', '結衣さんとろけちゃいました 0 ̵  ̵  ', '結衣さんー ', '出光 a ways  ', 'mooma iveも家で録りました', '', '結衣さん ', ' cm', '結衣ちゃん', '今年のこと伝説   思い出せない 仕事の嫌な記憶しかない', 'メルティキッス癒される声', 'もう源ちゃんスタートで友達メールと察する']",0.5813616514205933,0.3552681984058742,435,0.5060075893998146,0.2862463229647195
