created_at,texts_by_minute,similarity
2022-12-13 01:10:00,"['', 'あら ツアーファイナルの話してくれたのかなこれは  そういうことにしよ 埼やら玉やら  ', '漢字で一言やんけ', 'さすがしゅだぴち', '懐かしいww確かに菅田将暉もやってたww今年の漢字w  ', '勉強できないかしこ', '', 'それでいいんだw ', '', '山  ', '', '', '菅田さん特技懐かしい', '国王 真面目に今年の漢字考えてください', ' ', ' 英語もいける ', '菅田さんの特技 凄いなぁ', '', '今年の英単語www ', 'いやでもかしこやで あの高校は', '菅田くんの話嬉しすぎる', 'rさん賢だ       ', 'rさん カシコ', 'もぉ 次のspwは菅田さん呼ぼうよw ', 'あー 本当に懐かしいなあ私のラジオ人生 お芝居大好き人生は菅田さんのannから始まったんだ ', '菅田のこじつけ能力高い と思っていたけど漢字は出来ない だけど英語はできる 謎 ', '何かゲームが始まったw ', '', '今年の英単語  今年の  に理由つけるのrさん絶対得意だよね', 'すげえrさん', '菅田くんの漢字のやつ懐かしい', '今年の英単語w ', 'rさんこじつけ上手いでしょう', 'まじでもうすぐ番組終了から0年だし菅田将暉ann特番期待しちゃう時期に差しかかるなぁ', '英単語もいけるww ', 'がんばれ松永さん もうちょい頑張ってこじつけていこ  rさん見倣って         و', 'summer summer  ']","{'quantile_0': 0.0, 'quantile_1': 0.0, 'quantile_2': 0.23825769126415253, 'quantile_3': 0.5553722679615021, 'quantile_4': 0.9167095422744751, 'average_similarity': 0.2801268881259559, 'size': 666, 'width_q': 0.5553722679615021}"
2022-12-13 01:11:00,"['rさん summer 凄い   さすがだな   出てきますね    ', '漢字ドリルではばか', '今年の英単語 summer ', '山新幹線から沢山見た邦さん  ', 'あれから0年 その芸はちゃんと継承されてます    ', '富士山が見えた思い出修学旅行かな  ', 'いくつか用意しておくといいのかも', 'rさんのこじつけ力', 'rさん模範解答 夏も良かった  ', '今年の英語 やってた 確かにやってた 菅田さんの特技 懐かしいなーベスト0言うのとかも懐かしいなー', 'なら 頂 では w ', 'rさん繋げるの上手すぎるって 笑笑', '', '山東海道新幹線によく乗る富士山が見えたなという思い出音楽という山を登っている途中', 'すごいなrさん', '山 ガンバレ 松永さん', '', 'rさんもいけてる', 'なんか卒論の想定質問対策を思い出してシンドくなってきた ', '月曜0部の引き継ぎ 紳士たれ から0ヶ月の時を経て 特技 今年の漢字 が引き継がれ始めた', 'rさんの添削すごい ', 'rさん流石summerからの流れ 完璧   ', 'あーるさんのこじつけ能力の天才ぶりすごい', '', 'やっぱ松永さんの聞くとrさん上手かった笑', 'rさんの答え方が数学の定理の説明みたいでめっちゃ丁寧だったww ', 'また菅田将暉の今年の漢字なんでもいけるやつ聞きたいな', '東海道新幹線', '突然のsummer ', '', 'なんか薄いよ ', 'rくん 天才やわ ', '松永チャレンジ 山東海道新幹線よく乗るんです 富士山よく観たなー ', ' 山 山なんですよね あのー よく乗るのが東海道新幹線 窓見ると山が 富士山が見えたなって思い出がありました  ', 'rさんも漢字も英単語もこじつけイケるぢゃん', '東海道新幹線好きね笑', ' 山 よく乗る東海道新幹線富士山がよく見えたな', '静岡横に長いから   ', 'すげえええええぇ', '松永さん全然賢じゃないな笑笑']","{'quantile_0': -0.04290532320737839, 'quantile_1': 0.09001252986490726, 'quantile_2': 0.5097701251506805, 'quantile_3': 0.6587923914194107, 'quantile_4': 0.8946185111999512, 'average_similarity': 0.4174806204209558, 'size': 780, 'width_q': 0.5687798615545034}"
2022-12-13 01:12:00,"['新幹線の話しかないw ', 'rさんこじつけ天才じゃん', 'rさん天才  ', '松永さん 東海道新幹線とお茶と窓大好きかww       ', '東海道新幹線から窓見る話ばっかり笑', '今年の英単語は  summer制作したアルバムの中から二曲を夏フェスでやった時に確かな感触を得たから', '東海道新幹線縛りなのw ', '今年の英語って何 でも それで答えられるさすが菅田くんまた ゲストに来て欲しいな', '', 'rさん模範回答', '菅田さんと聖徳太子今年の漢字スタイルしてほしい ', 'rさんうますぎない   ', 'rさん相変わらず語彙力が凄いなぁ', 'もはや漢字じゃないサマー漢字に弱いから単語に振り替えたrさんこじつけというか 説得力さすがやわぁエピソードと感情を組み込む なる', 'フリースタイル今年の漢字スタイル爆誕wwwwww ', '例えが 山 松永さんのこじつけも頑張った それ以上を出してくるrさん  凄い能力   ', '松永さん真正面から向き合いすぎるんだろうな', 'まじで菅田さんと全く同じゲームしてるやん笑', '富士山見えたなって思い出がありまして薄っwww ', '静岡ばっかりww ', 'インタビューというより面接感ある', 'rさん面接強いんだろうな', '0問目  茶  ', ' ', 'さすがフリースタイル王', 'rさん凄い 笑  ', '松永さんの喋り方が小学生の夏休みの作文みたいでかわいい    ', '今年 新幹線の思い出しか無いのかw ', 'さすがrさん  ', 'こじつけはrさんの右に出る者居ないだろ多分 完全にmcバトルのスキルだろうがよ ', '菅田ぴちすげぇ', '松永さんの浅いやつも好きだよ笑', '出身地ディスられてる  お茶煮出したらアカンよ', '今年は東海道線新幹線をたくさん乗って 山いっぱい見ました 小学生の作文感笑 ', '漢字一文字フリースタイルバトルだ', ' rさん さすが 何でもいける', 'rさんすごいな', '東海道新幹線しか記憶にないのか笑', '松永 あのー 東海道新幹線が ', 'また東海道新幹線w ', 'rさん凄すぎひん 本当に教祖様誕生しそう松永さんは教徒でいよ笑', 'rさん上手すぎるし 松永さんは下手すぎるw ', '松永さん東海道新幹線大好きじゃん', 'こじつけの才能 ', 'なんかゲームがはじまった', '東海道新幹線から逃れられない松永さん', '面接練習してるのか     ', ' 茶 東海道新幹線 笑  ', 'こじつけ感www ', 'rさんのフォロー能力すごすぎる', 'rさん 話の肉付け方が凄すぎる', '東海道新幹線ver 0 ', '東海道新幹線からじゃないとダメなの 笑', 'rさん特技に追加で  ', 'こいつの0年の思い出東海道新幹線だけやんwwwww ', '静岡ばっかりw ', '松永さん理由が全部東海道新幹線wwwwwww ', 'rさんの頭の回転よ ほぼラップ', 'rさんもこじつけ上手松 そりゃ優勝するわこの人 ', 'rさんうんま  ', 'rさん 松永さん ちょっとナニ言ってるかわかんない', 'rさん天才的だなぁ ', 'rさん凄すぎ', 'r 音楽という山の頂  上手すぎる松 そりゃ優勝するわこの人  ', 'すぐ隣にプロがいた ']","{'quantile_0': -0.0921994000673294, 'quantile_1': 0.30508188158273697, 'quantile_2': 0.4965791702270508, 'quantile_3': 0.6493990421295166, 'quantile_4': 0.9766600131988525, 'average_similarity': 0.4625456779135185, 'size': 2080, 'width_q': 0.34431716054677963}"
2022-12-13 01:13:00,"['松永さんよく乗るのが東海道新幹線だから今年の漢字は 山 ', '新幹線から山がいっぱい見えたからww ', '特に梅田サイファーにはこの手の遊び上手い人多そうやわw ', '松永さんの 茶 あのー  東海道新幹線 静岡通るんすよ  静岡といえばお茶だなとか 思いながら 窓を見るんですね ', '菅田さんの今年の漢字フリースタイル触れてくれてる懐かしいな', '東海道新幹線   じゃないねん  ', 'いつか菅田さん呼んで 今年の漢字王決定戦 やろうよ  ', '茶', '東海道新幹線ばっかりで草', '菅田将暉そろそろ月曜0部ゲスト来いよ年末になったから特技 今年の漢字 やってくれよアバター公開されそうだから来てくれよ頼むよ', 'まつながさんに添削出来ちゃうあーるさん天才だな', '茶東海道新幹線静岡通るんすよ静岡といえばお茶だなと思いながら窓を見るんですねその時に思ったのがお茶の葉のように煮出して味が出るそんな楽曲を作っている 煮詰まることもある 才能がカラカラに枯れてしまったのかと思うことがある芽を摘むことが仕事なのかな', '結局rさんがフォローしてんじゃんwww ', '同年代 菅田 松永 r が月曜0時に変な特技を継承してる', 'ノリ付け足すwww ', '東海道新幹線 万能 ', '東海道新幹線好きすぎ笑', 'もうrさんいないとダメじゃんw ', '年一でしか使えない特技 今年の0文字 ', 'そりゃ0連覇しますわ   ', 'rさんすごいw ', '富士山 茶静岡のことばっかりありがとう ', 'あーるさんさすがうっっまwww ', '最早もう今年の漢字静か岡にしろよww ', '東海道線新幹線乗るんですよ 静岡通るんですよ 静岡といえばお茶だなって ', 'rさんすげえww ', '全部東海道新幹線ずっと窓の外を見てるしwww ', '', '東海道新幹線から逃げれない', '上手だほんと', 'rさんすごすぎる 面接得意なんだろうな ', '結論 rさんと菅田さんは凄い 松永さんには無理だし東海道新幹線から逃げられない  ', 'r劇場じゃんw ', '東海道新幹線から逃げられないなぁ', 'お松さんの薄い説明にrさんが味付け追加するの凄い 笑  ', '東海道新幹線 0度目  ', '俺じゃ無理だ r すごすぎるって', 'rさんすごすぎゴンフィンガーです', '菅田vs rやろうよ', '松永くん 逆に東海道新幹線にこじつけられるんじゃない  ', 'rさん上手すぎて怖いwwww ', '東海道新幹線好きやなwww ', '芽を摘むことが うますごすぎるって', 'あーるさん大得意分野じゃん', 'rさん流石やわあ', 'rさんさすが頭の回転が速い', '福田さんありがとうらぶ  ', 'rさんも凄いし菅田さんも凄い', 'こじつけ練習お題は 山 松移動で富士山見たr山を登るように 茶 松東海道新幹線で静岡通るんですr煮出す 新鮮なことの積み上げ松さん目の前のことしか言えません', '静岡の茶 うれしー']","{'quantile_0': -0.0766904354095459, 'quantile_1': 0.3159806728363037, 'quantile_2': 0.4885026812553406, 'quantile_3': 0.6376268863677979, 'quantile_4': 0.901554524898529, 'average_similarity': 0.45880412493585326, 'size': 1225, 'width_q': 0.32164621353149414}"
2022-12-13 01:14:00,"['そんなに東海道新幹線大好きか', 'パチパチパチすげええ', '菅田さんはできます ', 'rさんさすが ', ' 茶 静岡と言えばお茶   松永さん 笑 そしてやっぱり出てきますねrさん 流石   菅田さんラッパー   笑  ', ' お題 今年の漢字 山 よく東海道新幹線乗るじゃないですか 富士山がよく見えたなーって言う思い出www お題 今年の漢字 茶 よく東海道新幹線乗るじゃないですか 静岡通るから 窓の外を見てwww松永さんのめっちゃ笑うwww ', ' 茶 のrさん追加回答を聞いたまつなが松永 俺じゃ無理だよ ', 'rさんスゴすぎやって ', '松 俺じゃ無理だ ', 'rさん漢字は書けないのに フリースタイルで理由考える事は得意なのね', '全て東海道新幹線のことに結びつけてる松永さん', ' おれじゃむりだ ', '確かにラッパーならわかるけど菅田さんができるのはすごい 笑  ', 'ちなみに今日昼ナゲットです 笑    ', 'すごぉ     ', 'rさん天才すぎるwww ', 'ヨ バトルmc日本一 そして菅田将暉  ', '山ねー', '菅田さんもrさんすごすぎるな  ', 'ubereatsでマックマックナゲットがいちばん美味い', 'rさん  すげぇ  w ', '菅田と同じ特技を持ってたrさん笑笑', '菅田さんは偉大', '', '東海道新幹線連発 めっちゃ笑ったwww ', '松永さんの今年の英単語は nugget 結局0番美味しくて好きなのはナゲットだと気付いた0年でした', 'こじつけうますぎるわ笑笑', '今年の漢字はdjには無理', '茶  ', 'お茶煮出してるの rさん', '松永さん向いてない', '菅田さんラッパー説', 'マック頼むんですよ あのね マック頼むんですよ ', 'やっぱり作詞する人はこうゆうの得意なんかな  ', '菅田将暉最強だよ 笑', 'ナゲットきても東海道新幹線待っちゃうんだけどw ', '今年の英単語 ナゲット ', '菅田くんも rさんも凄い   ', '今年の漢字エピソードトーク大喜利  笑', 'rぐらいじゃないと出来ないぜ', 'クリピ静岡にもライブ来てください', 'ナゲットってチキンマックナゲット  ', '静岡来ねーじゃん  ', 'ウーバーでマック頼むんですよ   完  ', ' これあーるくらいじゃないと出来ないぞ ', '菅田さんをスペシャルウィークに呼んでrさんと今年の漢字でバトルして欲しい']","{'quantile_0': 0.0, 'quantile_1': 0.3838662803173065, 'quantile_2': 0.5111833810806274, 'quantile_3': 0.6431133151054382, 'quantile_4': 0.9311611652374268, 'average_similarity': 0.49085657619623746, 'size': 1035, 'width_q': 0.2592470347881317}"
2022-12-13 01:15:00,"['nugget ', '', '相変わらずお松さんの閃かなさww ', 'ubereatsでよくマック頼むんですよあのね頼むんですよすごい', 'あーるさんはこういうの得意そうだけどすださんが出来ちゃうの確かにすごい', 'rさん助け舟出すけど受け取られず ', '今年の英単語は nugget   ナゲット    ', 'マック頼むんすよ     ', '優勝できますわ', 'いつも即興物語作ったりするし rさんの才能改めてスゴすぎるな ', '松永さんは真剣に向き合いすぎて動けなくなるのでは', '東海道新幹線から逃れられない松永さんw ', 'ナゲットはなんなら金塊って意味だから割と色々付けられそう', 'マック頼むんですwがんばれwww ', 'nugget ', '菅田くんとrさんで今年の単語こじつけ合戦ヒートアップしそうだなぁ生電話でやってくれないかと密かに期待w  ', ' ナゲット お リスナーさんもお題を投げてきたぞ楽しみだなrさん松永さんの回答  ', 'レベルの高い遊びになっちゃったもう大会優勝できるって', ' rぐらいじゃないとできないぞ さりげない相方マウントありがとうございます', '菅田将暉はラッパー', '流石スリータイムチャンピオン', 'とりあえず 松永さん東海道新幹線降りようか  ', '大喜利はじまった 笑', '結局ナゲットが0番美味しいと気づいた0年', 'なんかソニックマジカルソロバナナのノリを思い出すなぁ笑', 'ナゲットが好きだなって気づいた一年でしたw ', 'cmかよ笑', '', 'マックのナゲット 結局0番おいしいな結局0番好きだなあって', '菅田 r指定≠松永', '菅田さんきてほしい笑笑笑笑笑笑笑', '漢字はわからんけどとりあえずこじつけられる能力さえあれば解決するアーティストの今年の漢字問題 菅田さんはなんでもこじつけられるそうで  やってみる二人 お題 山  松 東海道新幹線によく乗るんですが富士山が綺麗なので  山 終わり  その後rさんが物凄い立て板に水 ', '結局0番すきだなぁ   可愛いすぎ', 'ウーバーでね よくマックを頼むんですよ マックを頼むんですよw ', '菅田くんインタビュー受けすぎてるんだろうね', '菅田さんはいつ', 'マックのcm出来ましたよ マクドナルドさん  ', 'お正月cm ', 'プレッシャーハンパないrさん', 'アイムラビニ       v ', 'すごすぎるrさん']","{'quantile_0': -0.0431223064661026, 'quantile_1': 0.1379876658320427, 'quantile_2': 0.43846744298934937, 'quantile_3': 0.6054407060146332, 'quantile_4': 0.9143035411834717, 'average_similarity': 0.38475533976566, 'size': 820, 'width_q': 0.4674530401825905}"
2022-12-13 01:16:00,"['ナゲット⇨金塊 はテークさんの曲', '今年の漢字 英単語→理由のこじつけ大会始まってます笑', 'なんとかかんとか i m lovin  it ', 'テークさん出てきた笑', 'ナゲットウーバーイーツでマック頼むんですよ0番結局おいしいのがナゲット 好きと気づいた 金塊という意味があるらしい チキンの金塊 輝いているようにも見える 仲間から刺激ももらえてジャンクフード大好きでナゲットを食ってナゲットを生み出す作業をしているんだなi m lovin  it ', '今年の漢字の上手さはrさん 菅田さん  松永さんなきがするな', '何かにつけて薄い松永さんと何でもこじつけるrさん', 'i m lovin  it www ', 'またマックのcm来たらいいな', 'インチキ詐欺師', 'マクドcm狙ってたw ', 'テークさんかな  ', 'r ナゲットにはもともと 金塊 という意味もあるんですよ r回答のはじまりがすげぇな しかもテークさんから教えてもらったん ', 'ナゲット→金塊にいけるrさんすげー 笑', 'がち  rすげえええ笑笑', '結局締めるのはrさん 笑  ', 'リアル教祖誕生', 'あっ', 'rさん凄すぎ', '死神tシャツ', '', 'マ rぐらいじゃないとできないよ のっけから強火投下してくるやん0人ラジオ尊い    艸   ', '死神tシャツww懐かしすぎるw ', 'ちゃんと金塊って意味に行けるrさんやっぱり凄いんだよなwww ', 'i m lovi n it   ', 'まっ デリ おいしかっ', 'インチキ詐欺師w ', ' rがひたすらすげぇよw', '金金金    ', 'お見事ですわ', 'i m love it ', 'i m lovin it最後笑った', 'また闇マック    ', 'お題  ナゲット  ウーバーイーツでマック頼むんですよ マックを頼むんです 結局ナゲットが0番美味しいなーって気づいた0年でした wwww ', 'お正月cm笑', '今年の漢字はナゲット     ', 'アイムラビニッお正月cmでした', 'ナゲットの豆知識', '死神の物販tシャツ笑', 'マクドナルドのキャッチコピーやん ', 'もうrさん政界進出しなよwww答弁無敵すぎるだろw ', 'ケンタに続いてマックからも仕事を貰おうとしてるな', '懐かしいな 時々あの時間が恋しくなる ', '何でもかんでも素晴らしい回答に変換してくれるr好きすぎる', 'i m love it ', '物販のtシャツ', 'あのシャツ面白かったなぁ笑', '松永さん全然説明できねえ笑', 'いきなりcmw ', 'インチキ詐欺師wwww ']","{'quantile_0': -0.10239938646554947, 'quantile_1': 0.08303001523017883, 'quantile_2': 0.3467901051044464, 'quantile_3': 0.5476296544075012, 'quantile_4': 0.9999998211860657, 'average_similarity': 0.3410590447740135, 'size': 1225, 'width_q': 0.4645996391773224}"
2022-12-13 01:17:00,"['菅田将暉をインチキ詐欺師呼ばわりしとる      ', '今年の漢字は ナゲット よくuber eatsでマック頼むんすよ マック頼むんす結局0番ナゲットが好きだなて気づいた一年でした', 'アイムラビニッ  笑 rさん最高です    ', 'マックcm待ってます', '懐かしい死神tシャツwww ', ' 死神 と書かれた変な服', 'rさん博識やから出来るんやな松永さんは知識偏ってるから ', '騙されたあのtシャツ', 'これできる人インチキ詐欺師', 'インチキ詐欺師笑', 'インチキ詐欺師w ', '変な服買わされたってwwwwwww ', 'r i m love it ', 'i m lovin  it ', 'インチキ詐欺師www ', '死神t ', '上手すぎてインチキ詐欺師', '急にマクドの正月cm笑', '死神t 懐かしい菅田さん絡み多いなサントラかけるの  ', '懐かしい死神tシャツwww ', 'インチキ詐欺師', 'ソウルイーターのtシャツ懐かしい', 'ナゲットi mlove it rさんの締めさすがやわ菅田くんを外野からイジるcreepy死神tシャツ買わされるってww ', '最後何 笑', 'i m lovin it ', 'これ出来るやつインチキ詐欺師ww ', '松 これできるやつインチキ詐欺師だろ r 俺はまだしも菅田さんのことディスんな  松 お前そういや変なtシャツ買わされてたな r 死神って書いてあるやつな ', 'プチ情報もブチ込むこともできる 0連覇王 英単語もいける ', 'この能力ビジネスチャンス     ', '死神tシャツ    ', 'インチキ詐欺師wwwwwwwwww死神懐かしすぎるwwwwwwwwww ', 'rさん  ということで今年の英単語はナゲットです i m lovin  it  ', '菅田さんに変な服買わされてたなww死神www ', 'rさんすげ', '死神tなつかし', '変な服買わされるインチキ詐欺師', 'マック頼むんだ ナゲット', '死神懐かしすぎるwwwwwwwww ', 'ソウルイーターのやつ笑', 'こじつけの鬼だ笑i m love it    ', '  ', '懐かしの死神tシャツw ', '死神t懐かしいなwwwwwwwwwww ', '菅田さんに買わされた死神twww ', 'creepyもそろそろのcmきてもいいよねぇ', 'だぴちラジオやってたら完全にビーフの流れソウルイーターtシャツなつい  ', 'rさんにしかできんわ', 'rさんさすが 立て板に水とはこのこと', 'ソールイーターの物販w ', '邦さんの今年の一文字七', '死神シャツを買わされたwwww懐かしいなww ', '菅田将暉に変な服買わされたwww ', 'i m lovin it ', 'tfで聴く', '今年は物販も熱かったよね 番組的に ', 'rさんうますぎ   ', '出た出た', '今年の英単語  ', 'うわー ソウルイーターの物販の話  ほんとすき   ', 'グッズ買わされたの草 笑ったわ', '菅田くんとrさんインチキ詐欺師扱い', '突然蘇るソウルイーターtシャツ問題 なつかしいな  ', '菅田将暉はインチキ詐欺師', 'ナゲットの意味は 天然の金塊 だそうです   ', 'みんな知ってたその通り', '懐かしいtシャツw ']","{'quantile_0': -0.07669849693775177, 'quantile_1': 0.2525167763233185, 'quantile_2': 0.4130187928676605, 'quantile_3': 0.5705187320709229, 'quantile_4': 1.0000001192092896, 'average_similarity': 0.3956935104696918, 'size': 2145, 'width_q': 0.31800195574760437}"
2022-12-13 01:18:00,"['死神tシャツ', '菅田将暉はインチキ詐欺師なのか   ', 'まぁ 言われたら買っちゃうな', 'そういや年始に賽銭箱とatm往復したんだっけか 初っ端からやらかした0年でしたね       ', '指定さんすごない   ', '  ', '死神さまねww ', '意味わかんないの みんな知ってるよ笑', 'これか 笑    ', '変な服買わされてたな  ', 'あいつ やりよるな ', '最後はマックcmで締めるww ', '菅田将暉さんの話聞くと久々に菅田将暉さんのラジオ聴きたなったまたcreepy nutsと共演しないかなラジオ ', 'みんな思ってたよ', '今から', 'ふりにしか聴こえない', ' インチキ詐欺師 ', '七', '松 お前菅田さんに変な服買わされてたな    ', 'コスパ悪すぎ', '何割か菅田さんに入ってるww ', 'r あいむらびにっと ', '菅田さんからもらった 死神t 懐かしい 詐欺師    笑  ', '死神tシャツか    ', '聞いてる', 'テークさんナゲットなんて曲あるんだ調べよ笑', '', 'お賽銭0万は全員イカれてると思ったんじゃないかな その前年の0万の0倍も効果がなかった ', '', '今年の年始 お賽銭に0万ぶち込んだ松永さん もう絶対にしない  意味わからない r みんな知ってた ', ' 今年の漢字なぜその漢字になった  リスナーからガンガンくるぞー rくん がんばって   ', '', '0万は聴いた瞬間知ってた ', 'みんな知ってたわ ', 'もういいよどうせ0万こえるよこの人', 'お賽銭に0万', '菅田さんは死神tシャツ買わせてるからインチキ詐欺師', '死神tシャツ', 'i m lovin  it    ', 'インチキ詐欺師 菅田さん rさん', 'お賽銭にコスパの概念あったんやな', '死神tシャツwwwww   ', '菅田さんに買わされた変なドクロtシャツもめっちゃ懐かしいwwww ', '今年お賽銭七万円→もうやらない  ', 'ハガキ職人リスナーが再燃しそうなこじつけお題合戦の予感rさん腕の見せどころ', '神様を買収', '  ', 'お賽銭と御神籤の話大好きだからそんな事言わず来年もしてくれwwww ', '今年はお賽銭しないの   ']","{'quantile_0': -0.013223150745034218, 'quantile_1': 0.0, 'quantile_2': 0.3817402422428131, 'quantile_3': 0.5733901113271713, 'quantile_4': 1.0000001192092896, 'average_similarity': 0.35870916405724373, 'size': 1176, 'width_q': 0.5733901113271713}"
2022-12-13 01:19:00,"['松永さんの来年のお賽銭 どうなるんだろ', '松永さんがハッとしてくれてよかったです ', 'え フリですか 笑', '松永 意味わかんない  r 知ってた  ', 'あっ行くんだ彼女とじゃなくて  ', '全然0倍じゃない コスパ悪すぎ', 'ソウルイーターの物販買わされてた', '菅田さんに変な服買わされてたrさんw懐かしい     ', '神様にスパチャしとるw ', 'みんな知ってた  ', '今年の年始の松永の謎ムーブね笑', ' “絶対 が来たら危ないww', 'まつながさんがナゲットで撃沈した後のあーるさんの これ俺のプレッシャーはんぱないな   わらった けどやっぱり天才だった i m lovin  it  ドヤ ', 'かます   と注ぎ込んでたからw ', 'rさんは単語ひとつで即興で話出てくるのすごいし 来年松永さんはきっとまたやる', '神へのスパチャって言われてたのクソ好き', '松永お賽銭0万使ったのあったなぁ 懐かしすぎる   ', '松永と朝井リョウガチ頭おかしい 何で0万もぶっ込んだ            ', '菅田くんのことインチキ詐欺師っていう松永さんw死神ってtシャツ懐かしすぎるソウルイーターのやつね', '菅田の時の今年の英語 キャプテンポールスミス だったのめっちゃ覚えてるわ', 'お賽銭0万なので七松 俺本当心に決めた 来年絶対そんなことしない  意味わかんなかったなって r みんな知ってた  ', 'rさんの死神tシャツ懐かしい 笑  ', '朝井さんなにも悪くないのに むしろ松永さんに捲き込まれた可哀想な被害者なのに        ', 'インチキ詐欺師なのか   ', '流石に賽銭金に0万はエグ過ぎるって', '菅田さんに死神って書かれた変な服買わされてた あいつやりよるな ', '松 お賽銭に0万っておかしい r みんな知ってた ', '絶対しない は危険', 'コスパ悪いことに気付いた', '改めて聴いてもイカれてるわww ', '皆知ってたwww ', '0年学ぶ必要もなく みんな知ってた', '意味分かんねえ→みんな知ってた', 'i m loving  it  ', '年始の奇行を 意味分かんない と振り返る 松永さんだなーwww ', 'お賽銭のコスパ 最悪', 'よかったお賽銭0万円 意味わかんない って自分で気づいてくれて', ' 絶対 はフリ', ' 絶対 はダメ笑', ' 絶対 が来たら危ない申し訳ないけど年始放送楽しみ', '聞く耳持ってなかったからちゃんと覚えてないw ', '福田さん ブラフだな ', 'お賽銭にコスパの概念あるん wwww ', '松永 ちゃんと覚えてないもんね ちゃんと止めた  ', '意味分かんない事付き合わされた朝井さんの立場よ', '絶対というおなじみのフリですね', ' 聞いた瞬間 知ってた ', 'お賽銭0万意味わかんないのは皆知ってた⋯ ', 'rとスタッフとリスナーの共通認識松永の 絶対 は危ない', '懐かしいなぁぁ', '勉強なるなぁ', '松永さんもう万札ぶちこむなよ  ', '神罰が下る 笑  ']","{'quantile_0': 0.0, 'quantile_1': 0.5412948876619339, 'quantile_2': 0.6481258273124695, 'quantile_3': 0.7302597910165787, 'quantile_4': 0.9563584327697754, 'average_similarity': 0.6135942719563171, 'size': 1378, 'width_q': 0.18896490335464478}"
2022-12-13 01:20:00,"['松永さんの 絶対 がきたら危ない', 'これ出来るやつインチキ詐欺師笑笑', 'お賽銭dj今年も期待してるんだけど', '松永の絶対はフラグ', '死神買わされたよねー', 'あの時の松永は狂ってた', '0番の被害者朝井リョウ先生なんよな笑', 'dj松永さんは来年こそは七福神に0万円ずつお賽銭はやめる  ', '絶対という壮大なフラグ', '初詣の予定立ててるんだ', '松永さんの絶対は危険だ    ', 'こちらで0万でしたよね 神様を金で買収  笑 お 来年も      ', '賽銭ドボンフラグ', 'お賽銭七万 意味わかんない‥  gt   lt   ', 'みんな知ってたわしかも 神罰がくだるって', '前振りの絶対', '意味わからんことをしたことに自分で気づけた松永さん', '松 朝井リョウと初詣行く計画立ててんだけど  ', ' 絶対 はフラグ', '来年も朝井さんと参拝予定', '松永さんの 絶対 はフラグ', '賽銭にぶち込んだ話あったなぁ普通に意味わからんて思った笑', '松永さんから ぜったい が来たら危ない', '全然0倍じゃない    皆知ってた 笑', '松永さんの絶対 フラグ', '男気賽銭wwww ', '朝井さんが来る男気賽銭', '絶対が来たらヤバイ', 'お 朝井リョウとの初詣の予定は立ててる けど ぜったいしない と宣言したのでこれは大量お賽銭ありますね ', 'もう初詣の予定立ててるとか仲良すぎだろ', 'だってrさんソニマジソロバナナとかもやばかったもん 基本教祖だもん そりゃ得意だよ 松 もう詐欺師じゃん 俺に壺売るつもりだろ いいえ 壺売られたら買うのはわたしたちです', '年始は浮かれておかしくなってる 来年は0の0倍ですか ', '男気賽銭', '福田さん フラグ ', '松 絶対やらない r あっぶないかもなぁ 絶対が来たら危ないかもなぁ 福 裏側 ', '0万話聞いたのが0部だったの感慨深い', 'rさんの言葉への執着がすごすぎてワーっていうことしかできない', '漢気賽銭笑', 'お賽銭に対してコスパは草', '男気賽銭ww ', 'rさんすごすぎて尊敬の眼差し    ', '神様を金で買収は草', '絶対が来たら危ないなあフラグ立てたなあwww ', '松永さん 天然でフラグ立てまくり', 'あー 絶対 出ちゃった', '今日も邦と行くか ', '変なノリ笑', '朝井さんの復讐 笑  ', '賽銭配り側ですからね', '今年もクニと  朝井さん  ', ' 絶対 がきたら危ないねw ', '松永さんの 絶対 はフラグ', 'なつかしすぎる   いつかまたゲストに   ', '0 来年はどうすんだろ  ', '漢気賽銭w ', 'フラグ w ', '男気賽銭笑ったー', '朝井さん 漢気賽銭 ww ', '朝井リョウ 男気賽銭  ', 'まつながさんの 絶対 は危ないwwwww ', 'ベッタベタのフラグww ', '松永さんの 絶対 はホラー ', '何 か入ってる説笑', '0級天然フラグ建築士']","{'quantile_0': 0.047931414, 'quantile_1': 0.4761846736073494, 'quantile_2': 0.5820975005626678, 'quantile_3': 0.6836558282375336, 'quantile_4': 0.99999994, 'average_similarity': 0.56664616, 'size': 2016, 'width_q': 0.20747115463018417}"
